offset	jp	ko
0x500038	図	도
0x500048	都	도
0x500050	度	도
0x500058	統	통
0x500060	当	당
0x500068	登	등
0x500070	到	도
0x500078	騰	등
0x500088	銅	동
0x500090	ﾄﾞｳ	동
0x500098	徳	덕
0x5000A0	ﾄｸ	덕
0x5000A8	特	특
0x5000B0	惇	돈
0x5000B8	ﾄﾝ	돈
0x5000C0	頓	돈
0x5000C8	喃	남
0x5000D0	ﾅﾝ	남
0x5000D8	南	남
0x5000E0	寧	녕
0x5000E8	ﾈｲ	녕
0x5000F0	覇	패
0x500100	巴	파
0x500108	沛	패
0x500110	配	배
0x500118	柏	백
0x500120	ﾊｸ	백
0x500128	薄	박
0x500138	ﾊﾞｸ	박
0x500140	範	범
0x500148	班	반
0x500150	丕	비
0x500158	飛	비
0x500160	泌	비
0x500168	備	비
0x500178	ﾋﾟ	비
0x500180	豹	표
0x500188	ﾋｮｳ	표
0x500190	彪	표
0x500198	表	표
0x5001A0	評	평
0x5001A8	斌	빈
0x5001B0	ﾋﾝ	빈
0x5001B8	彬	빈
0x5001C0	旻	민
0x5001C8	ﾋﾞﾝ	민
0x5001D0	孚	부
0x5001D8	布	포
0x5001E0	普	보
0x5001E8	阜	부
0x5001F0	馥	복
0x500200	奮	분
0x500208	ﾌﾝ	분
0x500210	平	평
0x500218	ﾍｲ	평
0x500220	秉	병
0x500228	聘	빙
0x500230	辟	벽
0x500238	ﾍｷ	벽
0x500240	圃	포
0x500248	甫	보
0x500250	輔	보
0x500258	魴	방
0x500260	褒	포
0x500268	苞	포
0x500270	芳	방
0x500278	奉	봉
0x500280	鋒	봉
0x500288	豊	풍
0x500290	封	봉
0x500298	宝	보
0x5002A0	鳳	봉
0x5002A8	楙	무
0x5002B0	瑁	모
0x5002B8	望	망
0x5002C0	髦	모
0x5002C8	翻	번
0x5002D0	ﾎﾝ	번
0x5002D8	茂	무
0x5002E8	蒙	몽
0x5002F0	黙	묵
0x5002F8	ﾓｸ	묵
0x500300	瑜	유
0x500308	雄	웅
0x500310	ﾕｳ	웅
0x500318	攸	유
0x500320	融	융
0x500328	熊	웅
0x500330	優	우
0x500338	輿	여
0x500348	預	예
0x500350	与	여
0x500358	燿	요
0x500360	膺	응
0x500368	曄	엽
0x500370	耀	요
0x500378	揚	양
0x500380	容	용
0x500398	弋	익
0x5003A0	ﾖｸ	익
0x5003A8	翊	익
0x5003B0	翼	익
0x5003B8	覧	남
0x5003C0	ﾗﾝ	남
0x5003C8	蘭	난
0x5003D0	闌	난
0x5003D8	理	이
0x5003E0	立	입
0x5003E8	ﾘﾂ	입
0x5003F0	略	약
0x5003F8	ﾘｬｸ	약
0x500400	隆	융
0x500408	良	양
0x500410	亮	양
0x500418	遼	요
0x500420	陵	능
0x500428	諒	양
0x500438	琳	임
0x500440	累	누
0x500448	ﾙｲ	누
0x500450	霊	영
0x500458	礼	예
0x500460	烈	열
0x500468	ﾚﾂ	열
0x500470	輅	노
0x500478	朗	낭
0x500480	淮	회
0x500488	ﾜｲ	회
0x500490	娃	왜
0x500498	ｱｲ	애
0x5004A0	愛	애
0x5004A8	媛	원
0x5004B0	桜	앵
0x5004B8	花	화
0x5004C0	娥	아
0x5004C8	環	환
0x5004D0	葵	규
0x5004D8	綺	기
0x5004E0	菊	국
0x5004E8	嬌	교
0x5004F0	香	향
0x5004F8	玉	옥
0x500500	桂	계
0x500508	絹	견
0x500510	絢	현
0x500518	妍	연
0x500520	娟	연
0x500528	紅	홍
0x500530	彩	채
0x500538	嬢	양
0x500540	嬋	선
0x500548	茜	천
0x500550	藤	등
0x500558	梅	매
0x500560	ﾊﾞｲ	매
0x500568	璧	벽
0x500570	妙	묘
0x500578	ﾐｮｳ	묘
0x500580	藍	남
0x500588	綾	릉
0x500590	麗	여
0x500598	玲	영
0x5005A0	蓮	연
0x5005A8	ﾚﾝ	연
0x5005B0	命名を配偶者に任せます\nよろしいですか？	작명을 배우자에게\n맡기시겠습니까?
0x5005E0	名前の入力を中止します\nよろしいですか？	이름 입력을\n중지하시겠습니까?
0x500620	姓名を入力してください	성명을 입력해 주십시오
0x500640	登録武将に\n同じ名前の武将が存在します	등록무장 중에\n같은 이름의 무장이 있습니다
0x500708	名前	이름
0x500710	性別	성별
0x500718	顔	얼굴
0x500720	生年	생년
0x500728	内面	내면
0x500730	能力	능력
0x500738	スキル	스킬
0x500740	決定	결정
0x500748	中止	중지
0x500788	新武将登録	신무장 등록
0x500798	男性	남성
0x5007A0	女性	여성
0x5007B8	姓	성
0x5007C0	名	명
0x5007C8	字	자
0x5007D0	ルビ	읽기
0x5007D8	 性別	 성별
0x5007E0	 生年	 생년
0x5007E8	  志	지향
0x5007F0	 性格	 성격
0x5007F8	タイプ	타입
0x500800	武力	무력
0x500808	知力	지력
0x500810	政治	정치
0x500818	魅力	매력
0x500820	特技	특기
0x500828	戦法	전법
0x500830	初	초
0x500838	弐	이
0x500840	参	삼
0x500848	四	사
0x500850	五	오
0x500858	極	극
0x500860	姓名を入力してください	성명을 입력해 주십시오
0x500880	史実武将に\n同じ名前の武将が存在します	사실무장 중에\n같은 이름의 무장이 있습니다
0x5008B0	登録武将に\n同じ名前の武将が存在します	등록무장 중에\n같은 이름의 무장이 있습니다
0x5008E0	内容を変更しても\nよろしいですか？	내용을 변경해도\n괜찮으시겠습니까?
0x500938	孔	공
0x500940	丘	구
0x500948	仲尼	중니
0x500950	ｺｳｷｭｳ	공구
0x500958	張	장
0x500960	儀	의
0x500970	ﾁｮｳｷﾞ	장의
0x500978	藺	인
0x500980	相如	상여
0x500988	ﾘﾝｼｮｳｼﾞｮ	인상여
0x500998	楽	악
0x5009A0	毅	의
0x5009A8	ｶﾞｸｷ	악의
0x5009B0	白	백
0x5009B8	起	기
0x5009C0	ﾊｸｷ	백기
0x5009C8	李	이
0x5009D0	斯	사
0x5009D8	ﾘｼ	이사
0x5009E0	王	왕
0x5009E8	翦	전
0x5009F0	ｵｳｾﾝ	왕전
0x5009F8	范	범
0x500A00	増	증
0x500A08	ﾊﾝｿﾞｳ	범증
0x500A10	劉	유
0x500A18	邦	방
0x500A20	ﾘｭｳﾎｳ	유방
0x500A28	英	영
0x500A30	布	포
0x500A38	ｴｲﾌ	영포
0x500A40	韓	한
0x500A48	信	신
0x500A50	ｶﾝｼﾝ	한신
0x500A58	項	항
0x500A60	籍	적
0x500A68	羽	우
0x500A70	ｺｳｾｷ	항적
0x500A78	良	양
0x500A80	子房	자방
0x500A88	ﾁｮｳﾘｮｳ	장량
0x500A90	霍	곽
0x500A98	去病	거병
0x500AA0	ｶｸｷｮﾍｲ	곽거병
0x500AA8	孫	손
0x500AB0	濱	빈
0x500AB8	ｿﾝﾋﾟﾝ	손빈
0x500AC8	政	정
0x500AD0	ｴｲｾｲ	위청
0x500AD8	陳	진
0x500AE0	慶之	경지
0x500AE8	子雲	자운
0x500AF0	ﾁﾝｹｲｼ	진경지
0x500AF8	楊	양
0x500B00	大眼	대안
0x500B08	ﾖｳﾀｲｶﾞﾝ	양대안
0x500B10	高	고
0x500B18	長恭	장공
0x500B20	ｺｳﾁｮｳｷｮｳ	고장공
0x500B30	勣	적
0x500B38	ﾘｾｷ	이적
0x500B40	岳	악
0x500B48	飛	비
0x500B50	鵬拳	붕권
0x500B58	ｶﾞｸﾋ	악비
0x500B60	覇権	패권
0x500B68	大義	대의
0x500B70	中庸	중용
0x500B78	出世	출세
0x500B80	私欲	사욕
0x500B88	豪胆	호담
0x500B90	猪突	저돌
0x500B98	温和	온화
0x500BA0	冷静	냉정
0x500BA8	臆病	소심
0x500BB0	武力	무력
0x500BB8	知力	지력
0x500BC0	政治	정치
0x500BC8	魅力	매력
0x500BD0	将軍	장군
0x500BD8	提督	제독
0x500BE0	軍師	군사
0x500BE8	万能	만능
0x500BF0	平凡	평범
0x500C38	志	지
0x500C40	性格	성격
0x500C48	タイプ	타입
0x500C50	決定	결정
0x500C58	中止	중지
0x500C60	覇権	패권
0x500C68	大義	대의
0x500C70	中庸	중용
0x500C78	出世	출세
0x500C80	私欲	사욕
0x500C88	豪胆	호담
0x500C90	猪突	저돌
0x500C98	温和	온화
0x500CA0	冷静	냉정
0x500CA8	臆病	소심
0x500CB0	武力	무력
0x500CB8	知力	지력
0x500CC0	政治	정치
0x500CC8	魅力	매력
0x500CD0	将軍	장군
0x500CD8	提督	제독
0x500CE0	軍師	군사
0x500CE8	万能	만능
0x500CF0	平凡	평범
0x500D08	内面設定	내면 설정
0x500D20	能力と特技・戦法が初期化されます\nよろしいですか？	능력과 특기・전법이 초기화됩니다\n진행하시겠습니까?
0x500D60	特技・戦法が初期化されます\nよろしいですか？	특기・전법이 초기화됩니다\n진행하시겠습니까?
0x5011E8	ムービーを再生	동영상 재생
0x501438	特技	특기
0x501440	戦法	전법
0x501448	決定	결정
0x501450	中止	중지
0x501468	スキル設定	스킬 설정
0x501500	新しくゲームを始める	새 게임 시작
0x501518	お勧めシナリオ	추천 시나리오
0x501530	データをロードする	데이터 로드
0x501548	新武将登録	신무장 등록
0x501560	アイテムコレクション	아이템 컬렉션
0x501580	イベントコレクション	이벤트 컬렉션
0x501598	武将編集	무장 편집
0x5015B0	戦術キャンペーン	전술 캠페인
0x5015C8	データ引き継ぎ	데이터 인계
0x501680	"PlayStation BB Unit"にインストールします	"PlayStation BB Unit"에 설치합니다
0x501758	全員登場	전원 등장
0x501768	一部登場	일부 등장
0x501778	登場せず	등장 없음
0x501788	初級	초급
0x501790	上級	상급
0x5017A0	史実	사실
0x5017A8	仮想	가상
0x5017B8	短い	짧게
0x5017C0	長い	길게
0x5017C8	ステレオ	스테레오
0x5017D8	モノラル	모노럴
0x5017E8	ＯＮ	ＯＮ
0x5017F0	ＯＦＦ	ＯＦＦ
0x5017F8	登録武将	등록무장
0x501808	難易度	난이도
0x501810	モード	모드
0x501818	文字	문자
0x501820	ＢＧＭ	ＢＧＭ
0x501828	振動	진동
0x501830	操作説明	조작 설명
0x501840	決定	결정
0x501848	中止	중지
0x501850	登録武将は	등록무장은
0x501860	ゲームの難易度は	게임 난이도는
0x501880	武将の性格や相性、人脈は	무장의 성격, 상성, 인맥은
0x5018A0	メッセージの表示時間は	메시지 표시 시간은
0x5018B8	ＢＧＭの再生は	ＢＧＭ 재생은
0x5018C8	振動機能は	진동 기능은
0x5018E0	操作説明の表示は	조작 설명 표시는
0x501900	以下はゲーム中でも変更可能	아래는 게임 중에도 변경 가능
0x501950	三國志Ⅷのアイテム・イベントコレクション\nゲームクリア履歴のデータを読み込みますか？	삼국지8의 아이템・이벤트 컬렉션\n게임 클리어 이력 데이터를 읽어들이겠습니까?
0x5019B0	データを読み込みました\n引き継ぎ先のメモリーカード(PS2)を\nスロット１に用意してください	데이터를 읽어들였습니다\n인계할 메모리카드(PS2)를\n슬롯 1에 준비해 주십시오
0x501A10	三國志Ⅷの新武将データを読み込みますか？	삼국지 8의 신무장 데이터를 읽어들이겠습니까?
0x501BB0	黄巾の乱と揺らぐ漢朝\n        184年～188年	황건의 난과 흔들리는 한조\n        184년~188년
0x501BE0	姦臣董卓と群雄割拠\n        189年～192年	간신 동탁과 군웅할거\n        189년~192년
0x501C10	曹操と呂布\n        193年～198年	조조와 여포\n        193년~198년
0x501C30	官渡の戦いと華北の統一\n        199年～206年	관도대전과 화북 통일\n        199년~206년
0x501C60	赤壁の戦いと劉備の飛躍\n        207年～213年	적벽대전과 유비의 비약\n        207년~213년
0x501C90	漢中荊州攻防戦\n        214年～219年	한중 형주 공방전\n        214년~219년
0x501CC0	劉備の死と南征\n        220年～226年	유비의 죽음과 남정\n        220년~226년
0x501CF0	諸葛亮の北伐\n        227年～234年	제갈량의 북벌\n        227년~234년
0x501D20	蜀その後\n        241年～264年	그 후의 촉\n        241년~264년
0x501D40	英雄集結\n               271年	영웅 집결\n               271년
0x501E38	武力	무력
0x501E40	知力	지력
0x501E48	政治	정치
0x501E50	魅力	매력
0x501E58	変更	변경
0x501E60	決定	결정
0x501E68	中止	중지
0x501E70	ボーナス	보너스
0x501E80	能力設定	능력 설정
0x502098	前の時代	이전 시대
0x5020A8	次の時代	다음 시대
0x5020B8	%3d年%2d月	%3d년 %2d월
0x5020C8	担当	담당
0x5020D0	初期	초기
0x5020D8	曹操挙兵	조조 거병
0x5020E8	官渡の戦い	관도대전
0x5020F8	赤壁の戦い	적벽대전
0x502108	荊州攻防戦	형주 공방전
0x502118	第一次北伐	제1차 북벌
0x502130	桃園の誓い	도원결의
0x502140	夷陵前哨戦	이릉 전초전
0x502150	小覇王出陣	소패왕 출진
0x502160	反董卓連合	반동탁연합
0x502170	州攻防戦	주 공방전
0x502180	渭水復讐戦	위수 복수전
0x502190	夷陵の戦い	이릉대전
0x5021A0	南蛮制圧	남만 제압
0x502228	武将選択	무장 선택
0x502238	新勢力作成	새 세력 생성
0x502248	武将配置	무장 배치
0x502258	決定	결정
0x502260	中止	중지
0x5022C8	新勢力	신세력
0x5022D0	初期	초기
0x5022F8	君主	군주
0x502300	本拠	본거
0x502308	一般	일반
0x502310	状態	상태
0x502318	削除	삭제
0x502320	決定	결정
0x502328	中止	중지
0x502338	頭領	두령
0x502340	同志	동지
0x502350	勢力が変更されています\nよろしいですか?	세력이 변경되었습니다\n진행하시겠습니까?
0x502380	この勢力を削除して\n戻ってもよろしいですか?	이 세력을 삭제하고\n돌아가시겠습니까?
0x5023B0	現在の都市は中立ではありません。\n都市を変更してよろしいですか？	현재 도시는 중립이 아닙니다.\n도시를 변경하시겠습니까?
0x502450	決定	결정
0x502458	中止	중지
0x502478	身分	신분
0x502480	史実	사실
0x502488	勢力	세력
0x502490	放浪軍	방랑군
0x502498	都市	도시
0x5024A0	登録	등록
0x5024A8	選択中	선택중
0x5024B0	君主	군주
0x5024B8	都督	도독
0x5024C0	太守	태수
0x5024C8	軍師	군사
0x5024D0	一般	일반
0x5024D8	頭領	두령
0x5024E0	同志	동지
0x5024E8	在野	재야
0x5024F0	変更を破棄してもよろしいですか？	변경을 파기하겠습니까?
0x502578	曹操と魏	조조와 위
0x502588	劉備と蜀	유비와 촉
0x502598	孫家と呉	손가와 오
0x5025A8	名合戦集	명전투 모음
0x502628	決定	결정
0x502630	中止	중지
0x502638	勢力	세력
0x502640	所在	소재
0x502648	身分	신분
0x502650	武力	무력
0x502658	知力	지력
0x502660	政治	정치
0x502668	魅力	매력
0x502750	%d%d.？？？？？	%d%d.?????
0x502768	収集	수집
0x502780	イベントコレクション	이벤트 컬렉션
0x502808	名馬	명마
0x502810	武具	무구
0x502818	地図	지도
0x502820	医書	의서
0x502828	奇書	기서
0x502830	兵書	병서
0x502838	経書	경서
0x502840	史書	사서
0x502848	論文	논문
0x502850	玉璽	옥새
0x502858	宝物	보물
0x502860	装飾	장식
0x502870	収集	수집
0x502880	アイテムコレクション	아이템 컬렉션
0x502930	%d%d.？？？？？	%d%d.?????
0x502940	？？？？？	?????
0x5029A8	配置	배치
0x5029B0	初期	초기
0x5029B8	在野配置	재야 배치
0x5029C8	一般配置	일반 배치
0x5029D8	同志配置	동지 배치
0x5029E8	配置解除	배치 해제
0x5029F8	決定	결정
0x502A00	中止	중지
0x502A20	在野として配置された武将	재야로 배치된 무장
0x502A40	人	인
0x502A50	一般として配置された武将	일반으로 배치된 무장
0x502A70	同志として配置された武将	동지로 배치된 무장
0x502A90	配置可能な武将	배치 가능 무장
0x502AA0	未配置の武将	미배치 무장
0x502AC0	データを変更しても\nよろしいですか?	데이터를 변경해도\n괜찮으시겠습니까?
0x502AF0	データは変更されませんが\nよろしいですか?	데이터는 변경되지 않습니다만\n괜찮으시겠습니까?
0x502B88	新勢力１	신세력1
0x502B98	新勢力２	신세력2
0x502BA8	新勢力３	신세력3
0x502BB8	新勢力４	신세력4
0x502BC8	新勢力５	신세력5
0x502BD8	新勢力６	신세력6
0x502BE8	新勢力７	신세력7
0x502BF8	新勢力８	신세력8
0x502C08	決定	결정
0x502C10	中止	중지
0x502C38	本拠	본거
0x502C40	武将	무장
0x502C58	放浪軍	방랑군
0x502C70	データが変更されています\n破棄してもよろしいですか?	데이터가 변경되었습니다\n파기해도 괜찮으시겠습니까?
0x502D18	全員登場	전원 등장
0x502D28	一部登場	일부 등장
0x502D38	登場せず	등장 없음
0x502D48	初級	초급
0x502D50	上級	상급
0x502D60	史実	사실
0x502D68	仮想	가상
0x502D78	速い	빠름
0x502D80	遅い	느림
0x502D88	ステレオ	스테레오
0x502D98	モノラル	모노럴
0x502DA8	 ＯＮ	 ＯＮ
0x502DB0	ＯＦＦ	ＯＦＦ
0x502DB8	決定	결정
0x502DC0	中止	중지
0x502DC8	シナリオ	시나리오
0x502DD8	%3d年%2d月	%3d년 %2d월
0x502DE8	担当武将	담당무장
0x502DF8	登録武将	등록무장
0x502E08	 難易度	 난이도
0x502E10	 モード	 모드
0x502ED8	インストール	설치
0x502EF0	アンインストール	설치 해제
0x502F50	全史実武将のデータを初期化します\nよろしいですか？	모든 사실무장 데이터를 초기화합니다\n진행하시겠습니까?
0x502FF8	武将編集	무장 편집
0x503008	全初期化	전체 초기화
0x503018	保存する	저장
0x503040	武将のデータを編集します	무장 데이터를 편집합니다
0x503060	全史実武将に対する編集を取り消し、初期化します	모든 사실무장의 편집을 취소하고 초기화합니다
0x503090	編集したデータをメモリーカード(PS2)に保存します	편집한 데이터를 메모리 카드(PS2)에 저장합니다
0x5030C8	登録	등록
0x503108	内面	내면
0x503110	能力	능력
0x503118	スキル	스킬
0x503120	初期値	초기값
0x503128	決定	결정
0x503130	中止	중지
0x503160	編集を取り消して\n武将の能力を初期化します\nよろしいですか？	편집을 취소하고\n무장의 능력을 초기화합니다\n진행하시겠습니까?
0x5031B8	武将編集	무장 편집
0x5031C8	男性	남성
0x5031D0	女性	여성
0x5031F0	姓	성
0x5031F8	名	명
0x503200	字	자
0x503208	ルビ	읽기
0x503210	 性別	 성별
0x503218	 生年	 생년
0x503220	 寿命	 수명
0x503228	 有名	 유명
0x503230	タイプ	타입
0x503238	武力	무력
0x503240	知力	지력
0x503248	政治	정치
0x503250	魅力	매력
0x503258	特技	특기
0x503260	相性	상성
0x503268	義理	의리
0x503270	野望	야망
0x503278	冷静	냉정
0x503280	勇猛	용맹
0x503288	戦法	전법
0x503290	初	초
0x503298	弐	이
0x5032A0	参	삼
0x5032A8	四	사
0x5032B0	五	오
0x5032B8	極	극
0x5032C0	内容が変更されています\n変更を確定しますが\nよろしいですか？	내용이 변경되었습니다\n변경을 확정합니다만\n괜찮으시겠습니까?
0x503300	内容が変更されています\n変更を破棄しますが\nよろしいですか？	내용이 변경되었습니다\n변경을 파기합니다\n괜찮으시겠습니까?
0x503340	編集内容を確定します	편집 내용을 확정합니다
0x503360	編集を中止します	편집을 중지합니다
0x503398	武力	무력
0x5033A0	知力	지력
0x5033A8	政治	정치
0x5033B0	魅力	매력
0x5033B8	将軍	장군
0x5033C0	軍師	군사
0x5033C8	万能	만능
0x5033D0	平凡	평범
0x503438	寿命	수명
0x503440	有名	유명
0x503448	相性	상성
0x503450	義理	의리
0x503458	野望	야망
0x503460	冷静	냉정
0x503468	勇猛	용맹
0x503470	タイプ	타입
0x503478	得意分野	특기 분야
0x503488	武力	무력
0x503490	知力	지력
0x503498	政治	정치
0x5034A0	魅力	매력
0x5034A8	将軍	장군
0x5034B0	軍師	군사
0x5034B8	万能	만능
0x5034C0	平凡	평범
0x5034C8	打撃	타격
0x5034D0	射撃	사격
0x5034D8	奇襲	기습
0x5034E0	計略	계략
0x5034E8	決定	결정
0x5034F0	中止	중지
0x5034F8	内面設定	내면 설정
0x5038E8	担当武将	담당무장
0x5038F8	環境設定	환경 설정
0x503908	開戦	개전
0x503910	戻る	뒤로
0x503918	%d年%2d月 %s	%d년 %2d월 %s
0x503928	済	제
0x503930	未	미
0x5039C0	主人公にする武将の選択	주인공으로 할 무장 선택
0x503A80	曹操、隴を望んで\n西へと軍を進める	조조, 농을 바라보며\n서쪽으로 진군한다
0x503AB0	諸葛亮、先帝の遺を\n継ぎ北伐を決意す	제갈량, 선제의 유지를\n이어 북벌을 결의한다
0x503AE0	陸遜、謀を以て\n荊州を得んとする	육손, 계책으로\n형주를 노린다
0x503B00	軍神舞い降りて\n名高き合戦、今蘇る	군신이 강림하여\n이름난 전투가 되살아난다
0x503B90	陽平関の戦い	양평관 전투
0x503BA0	定軍山の戦い	정군산 전투
0x503BB0	葭萌関の戦い	가맹관 전투
0x503BC0	漢水の戦い	한수 전투
0x503BD0	剣閣の戦い	검각 전투
0x503BE0	長安の戦い	장안 전투
0x503BF0	天蕩山の戦い	천탕산 전투
0x503C00	成都の戦い	성도 전투
0x503C10	鳳鳴山の戦い	봉명산 전투
0x503C20	天水の戦い	천수 전투
0x503C30	祁山の戦い	기산 전투
0x503C40	漢中退却戦	한중 퇴각전
0x503C50	街亭の戦い	가정 전투
0x503C60	五丈原の戦い	오장원대전
0x503C70	荊州電撃戦	형주 전격전
0x503C80	上庸の戦い	상용 전투
0x503C90	麦城の戦い	맥성 전투
0x503CA0	西陵の戦い	서릉 전투
0x503CB0	夷陵の戦い	이릉대전
0x503CC0	江陵の戦い	강릉 전투
0x503CD0	白帝城の戦い	백제성 전투
0x503CE0	樊城の戦い	번성 전투
0x503CF0	虎牢関の戦い	호뢰관 전투
0x503D00	官渡の戦い	관도대전
0x503D10	長坂の戦い	장판 전투
0x503D20	赤壁の戦い	적벽대전
0x503D30	合肥の戦い	합비 전투
0x503D40	武力	무력
0x503D48	知力	지력
0x503D50	政治	정치
0x503D58	魅力	매력
0x503D80	？	?
0x503E78	置・除	배치, 해제
0x503E88	決定	결정
0x503E90	中止	중지
0x503E98	%sの戦い	%s 전투
0x504218	番号	번호
0x504220	部隊	부대
0x504228	所属	소속
0x504230	体力	체력
0x504238	兵士	병사
0x504240	負傷	부상
0x504248	兵科	병과
0x504250	士気	사기
0x504258	状態	상태
0x504260	戦法Ｐ	전법P
0x504268	ﾙﾋﾞ	읽기
0x504270	役	역할
0x504278	勢力	세력
0x504280	軍団	군단
0x504288	所在	소재
0x504290	兵器	병기
0x504298	行動	행동
0x5042A0	場所	장소
0x5042A8	武力	무력
0x5042B0	知力	지력
0x5042B8	政治	정치
0x5042C0	魅力	매력
0x5042C8	健康	건강
0x5042D0	戦功	전공
0x5042D8	突撃	돌격
0x5042E0	乱撃	난격
0x5042E8	撹乱	교란
0x5042F0	奇襲	기습
0x5042F8	槍衾	창벽
0x504300	車懸	차현
0x504308	火矢	화시
0x504310	斉射	제사
0x504318	乱射	난사
0x504320	矢嵐	화살비
0x504328	激流	격류
0x504330	烈火	열화
0x504338	落石	낙석
0x504340	妖術	요술
0x504348	攻城	공성
0x504350	地形	지형
0x504358	内通	내통
0x504360	埋伏	매복
0x504368	猛者	맹자
0x504370	智嚢	지낭
0x504378	治略	치략
0x504380	人徳	인덕
0x504388	耕作	경작
0x504390	商才	상재
0x504398	築城	축성
0x5043A0	警備	경비
0x5043A8	発明	발명
0x5043B0	威風	위풍
0x5043B8	天文	천문
0x5043C0	医術	의술
0x5043C8	弁舌	변설
0x5043D0	反計	반계
0x5043D8	挑発	도발
0x5043E0	混乱	혼란
0x5043E8	虚報	허보
0x5043F0	歩兵	보병
0x5043F8	騎兵	기병
0x504400	弩兵	노병
0x504408	水軍	수군
0x504410	偵察	정찰
0x504418	？？	??
0x504420	武力経験	무력경험
0x504430	知力経験	지력경험
0x504440	政治経験	정치경험
0x504450	魅力経験	매력경험
0x504460	攻撃力	공격력
0x504468	防御力	방어력
0x504470	字	자
0x504478	委任	위임
0x504480	指示	지시
0x504488	身分	신분
0x504490	軽歩	경보병
0x504498	重歩	중보병
0x5044A0	蛮兵	만병
0x5044A8	軽騎	경기병
0x5044B0	重騎	중기병
0x5044B8	山騎	산기
0x5044C0	連弩	연노
0x5044C8	象兵	상병
0x5044D0	井闌	정란
0x5044D8	投石	투석
0x5044E0	衝車	충차
0x5044E8	蒙衝	몽충
0x5044F0	楼船	누선
0x5044F8	城兵	성병
0x504500	正常	정상
0x504508	足止	저지
0x504510	恐慌	공황
0x504518	一般	일반
0x504520	総大将	총대장
0x504528	参軍	참군
0x504530	未到着	미도착
0x504538	待機	대기
0x504540	戦線離脱	전선 이탈
0x504558	委任中	위임중
0x504560	指示中	지시중
0x504568	砦守備	채 수비
0x504570	城守備	성 수비
0x504578	拠点攻撃	거점 공격
0x504588	拠点守備	거점 수비
0x504598	砦攻撃	채 공격
0x5045A0	城攻撃	성 공격
0x5045A8	移動	이동
0x5047D8	守城	수성
0x5047E0	野戦	야전
0x504B28	城	성
0x504B30	攻撃拠点	공격 거점
0x504B78	部隊	부대
0x504B80	特技	특기
0x504B88	戦法	전법
0x504B90	列伝	열전
0x504B98	ｱｲﾃﾑ	아이템
0x504BA0	部隊情報	부대 정보
0x504BE0	行動	행동
0x504BE8	勢力	세력
0x504BF0	所在	소재
0x504BF8	健康	건강
0x504C00	体力	체력
0x504C08	能力	능력
0x504C10	武力	무력
0x504C18	知力	지력
0x504C20	政治	정치
0x504C28	魅力	매력
0x504C30	経験	경험
0x504C38	兵科	병과
0x504C40	兵器	병기
0x504C48	士気	사기
0x504C50	戦法Ｐ	전법P
0x504C58	兵士	병사
0x504C60	負傷	부상
0x504C68	戦功	전공
0x504C70	委任	위임
0x504C78	指示	지시
0x504C80	状態	상태
0x504C88	地形	지형
0x504E30	入城しますか？	입성하겠습니까?
0x504E40	出城しますか？	출성하겠습니까?
0x504E50	戦術情報	전술 정보
0x504E60	自軍部隊	자군 부대
0x504E70	全体	전체
0x504E78	策略	책략
0x504E80	部隊	부대
0x504E88	情報一覧	정보 일람
0x504E98	環境設定	환경 설정
0x504EA8	ゲーム終了	게임 종료
0x504EE0	対象部隊を選択	대상 부대 선택
0x504FD8	設定	설정
0x504FE0	対象部隊を選択	대상 부대 선택
0x505010	退却先となる都市を選択	퇴각할 도시를 선택
0x505078	攻撃側正規軍	공격측 정규군
0x505088	守備側正規軍	수비측 정규군
0x505098	攻撃側援軍	공격측 원군
0x5050A8	守備側援軍	수비측 원군
0x5050B8	連合軍	연합군
0x505110	士気の低下により\n兵士が脱走している部隊が\nいるようです	사기 저하로 인해\n병사가 탈주하는 부대가\n있는 듯합니다
0x5051E0	　	
0x5051F0	%s%s%s　武%3d　体%3d	%s%s%s 무%3d 체%3d
0x5052E8	雨	비
0x5052F0	豪雨	호우
0x505300	進言	진언
0x505310	進言させる武将を選択	진언할 무장 선택
0x505328	設定	설정
0x5054E8	通常	통상
0x5054F0	迎撃	요격
0x5055F8	番号	번호
0x505600	策略	책략
0x505608	効果	효과
0x505610	適用	적용
0x505618	回数	횟수
0x505620	説明	설명
0x505628	特技	특기
0x505630	軍議Ｐ	군의P
0x505638	崩壁	붕벽
0x505640	地穴	지혈
0x505648	偽報	위보
0x505650	扇動	선동
0x505658	徴兵	징병
0x505660	堅牢	견뢰
0x505668	同討	동토
0x505670	抜道	샛길
0x505678	連環	연환
0x505680	鼓舞	고무
0x505688	風変	풍변
0x505690	天変	천변
0x505698	幻術	환술
0x5056A0	落雷	낙뢰
0x5056A8	城防御低下	성방어 저하
0x5056B8	攻撃力上昇	공격력 상승
0x5056C8	士気低下	사기 저하
0x5056D8	士気低下等	사기 저하 등
0x5056E8	城兵数増加	성병수 증가
0x5056F8	防御力強化	방어력 강화
0x505708	敵兵数減少	적병수 감소
0x505718	砦部隊帰城	채부대 귀성
0x505728	水上足止	수상 저지
0x505738	士気上昇	사기 상승
0x505748	風向変化	풍향 변화
0x505758	天候変化	날씨 변화
0x505768	敵混乱	적혼란
0x505770	部隊攻撃	부대 공격
0x505780	城	성
0x505788	敵軍	적군
0x505790	自軍	아군
0x505798	天候	날씨
0x5057A0	全軍	전군
0x5057E0	・	・
